thread_id,id,timestamp,body,subject,author,image_file,image_md5,country_name
62637494,62653360,2018-10-24 15:53:32,">>62649298
>>62649208
Not bad, if a little small-scale. Is definitely a good start.",,Anonymous,,,
62637494,62653950,2018-10-24 16:38:04,">>62651070
>S T I C C supreme 

dropped",,Anonymous,,,
62637494,62654000,2018-10-24 16:42:25,">>62652856
Strange insects carrying away random corpses, that on closer inspection are tiny droids.",,Anonymous,,,
62637494,62654306,2018-10-24 17:13:52,">>62652856
>GIVE ME A WEIRD THING TO HAPPEN TO THE PLAYERS IN AN URBAN SPRAWL WHILE ON A MANHUNT

Local organized crime objecting to hunting on their turf without permission. Possible useful contact(s) if handled well. If a really nasty urban sprawl, may be the ""neighborhood defense"" kind of outlaws, instead of genuine scum.",,Anonymous,,,
62637494,62654352,2018-10-24 17:17:20,">>62652856
Local guild of bounty hunters has sent its bouncers to rough you up for being un-unionized workers working on their territory.",,Anonymous,,,
62637494,62654538,2018-10-24 17:33:05,">>62650333
That thing looks almost like a super ARC-170. I like it.",,Anonymous,,,
62637494,62654666,2018-10-24 17:40:52,">>62652856
once you find the person the party is looking for, a chase ensues. Part way through, the party follows him into a rather busy street/market square, right in the path of a bunch of cliche chase scene tropes.

Pair of workers carrying a large pane of glass, street vendors trying to hawk their wares, an unfortunate man and his cart of local vegetables that enters the path at the worst moment, etc",,Anonymous,,,
62637494,62654690,2018-10-24 17:43:20,">>62653360
Yeah, I figured, thanks to tlj, the only way for them to actually end this trilogy is to properly set up the next couple movies, even if they never come about, because there's no way they'll be able to unfuck the setting without some major asspull that pisses off even more people",,Anonymous,,,
62637494,62654792,2018-10-24 17:50:43,">>62654690
>because there's no way they'll be able to unfuck the setting without some major asspull that pisses off even more people
Eh, you know that people would still be pissed off with it if a fifty dollar bill was left on all their cinema seats and the movie paused periodically to dispense boxes of chocolates and headpats.

As such, go hard or go home, that's why my best idea for a continuation to TLJ eventually involves Rey visiting Tython and a rogue element of the Resistance deploying Project Blackwing against the FO's homeworlds.",,Anonymous,,,
62637494,62654832,2018-10-24 17:53:36,">>62654666
This is a classic, also a good time to slap the brawnlets with a foot chace.",,Anonymous,,,
62637494,62655418,2018-10-24 18:34:33,">>62654690
>>62654792
The saddest thing to me about 9 is that you know they won't do anything weird or unexpected. With JJ at the helm it'll just be boring and predictable. I honestly expect him to just act like TLJ never happened rather than to try and explain it.",,Anonymous,,,
62637494,62655534,2018-10-24 18:41:52,">>62655418
Even if it wasn't JJ, they're caught between a rock and a hard place now. Either they do something boring and predictable, like TFA (and get pilloried for it) or they try and do something new and unpredictable like TLJ (for better or worse) and then get pilloried for it.",,Anonymous,,,
62637494,62655598,2018-10-24 18:45:46,Soon,,Anonymous,03A6A459-7C99-4E68-AA04-2E713237F83F.jpg,n1FTBn4XyFz+5jk4z9tzqQ==,
62637494,62655621,2018-10-24 18:47:11,">>62655418
>I honestly expect him to just act like TLJ never happened rather than to try and explain it.
In all fairness to JJ, that would probably be the correct move at this point. The least bad of a set of bad options, if you will.",,Anonymous,,,
62637494,62655690,2018-10-24 18:51:27,">>62655598
Never",,Anonymous,,,
62637494,62655893,2018-10-24 19:01:39,">>62655621
>>62655534
>>62655418
or you could go this route -> >>62642324",,Anonymous,,,
62637494,62656362,2018-10-24 19:31:22,">>62652856
The PCs are accosted by a bizarre-looking alien speaking a language they cannot understand. Roll a d6:
>1. The alien is a merchant of some sort (legal or otherwise) who has identified the PCs for potential customers and is making an aggressive sales pitch.
>2. The alien is a petty thug attempting to extort money from the PCs.
>3. The alien is a henchman of whoever the PCs are hunting for, and wants to intimidate them into abandoning their search or kill them if necessary.
>4. The alien is drunk and has mistaken one of the PCs for someone he has a long-standing grudge with.
>5. The alien was sent by an ally of the PCs to give them a new lead on their investigation.
>6. The alien is an off-world tourist seeking directions to a local landmark.",,Anonymous,,,
62637494,62656373,2018-10-24 19:31:55,">>62655893
I love that idea and it would be a perfect way to both get rid of Rey being a Mary Sue and please the fans.

Which is precisely why it will never happen.",,Anonymous,,,
62637494,62656426,2018-10-24 19:35:08,">>62655418
>I honestly expect him to just act like TLJ never happened rather than to try and explain it.
A classic move",,Anonymous,highlander3.jpg,DddCgYtannAYLNgN2+uExw==,
62637494,62656449,2018-10-24 19:37:01,">>62655621
Will RLM shill the film?",,Anonymous,,,
62637494,62656525,2018-10-24 19:42:08,">>62652856
>PCs' path is blocked by a holovid production crew filming a music holo featuring a Pop Star Prince. They are unable to leave until they find extras to assist in the music video.
>PCs' path is blocked by a very large rancor of a man who intends to shake them down violently for all their cash
>Suspicious police officer accosts the PCs for an impromptu stop-and-search. He gets violent if he finds weapons.
>PCs' path is blocked by a large crowd gathering to watch a dance battle. Observant PCs may learn a new fighting style from watching the events.
>Local punk attempts to beat up the PCs to steal their pants
>Inexperienced dominatrix approaches the PCs and asks them to teach her how to not be a doormat
>PCs' path is blocked by a bunch of guys attempting to beat up a local politician who proposed increasing local sales tax",,Anonymous,miracle-johnson-spin.gif,vE593tKv9cUCHhTPJN16wg==,
62637494,62656760,2018-10-24 19:58:35,">>62656525
I've wanted to use ""players interupt a filming"" for some time. Some versions of the plan involved meeting George Lucas' in universe persona}",,Anonymous,,,
62637494,62656774,2018-10-24 19:59:37,">>62641178
Keep the best parts of TLJ, ignore the rest:
>with no master to guide him, kylo looks for artifacts, temples and scripts Snoke kept from him
>Hux is happy about kylo BTFOing and supports him/drops hints to keep him away from command
>Hux actually gets shit done
>each thing kylo studies seems to mock him
>this rustles his jimmies and drives him almost mad with anger and hate
>meanwhile Rey tries to learn from the texts/Luke/Yoda
>maybe she takes on some padawans
>the resistance has their darkest hour
>Poe, Fin and Rose resort to Rogue One style hit-and-runs, but it's obvious they'll lose eventually
>they try to barter with Hutts/Corporate Sector/Imperial Remnants basically everyone who'll hear them out
>suddenly a wild kylo appears and he's pissed 24/7
>takes command from Hux and goes on an erratic killing spree that serves absolutely no one
>Hux gathers some loyalists and tries to stop kylo, fails, escapes and begs rey for help
>rey doesn't trust him, but wants to redeem kylo and goes anyway
>they fight, share a moment, fight some more, in the end they agree to not engage in politics anymore
>infighting continues to wreck the FO
>Hutts capitalize on the opportunity and bring down the bigger ships
>films ends with the sombre note that war is inevitable and will continue to wreck the galaxy or some shit",,Anonymous,,,
62637494,62656802,2018-10-24 20:01:07,">>62656774
wow what edgy trash, commit kys yourself",,Anonymous,,,
62637494,62656827,2018-10-24 20:02:24,https://www.fantasyflightgames.com/en/news/2018/10/24/a-new-classic/,,Anonymous,swz25_diagram2_a1.jpg,+NGn5xCzcVEv0+fxe2z2sw==,
62637494,62656830,2018-10-24 20:02:37,">>62656362

D6? Is that like a BOOST die???",,Anonymous,,,
62637494,62656851,2018-10-24 20:03:30,">>62652856
A torchlit SAGroup rally. The SAGroupies, a wide range of physical fitness, facial hair, sweatiness, and clamminess, are intently listening to a COMPNOR bigshot lecture them on how aliens and Near-Humans want to steal human women from human men to slowly wipe out humanity.",,Anonymous,,,
62637494,62657097,2018-10-24 20:18:51,"So, from what I'm seeing, NPCs can occasionally be given Boost dice. What does one do to distinctify them from the player Boost dice in the pool? Roll PC and NPC separately?",,Anonymous,gns01_dice.jpg,4wPijnGJSqPwvb2cFBTcqQ==,
62637494,62657122,2018-10-24 20:20:13,">>62656827
Wow, BB-8 got a nice upgrade.",,Anonymous,,,
62637494,62657187,2018-10-24 20:23:50,">>62657122
but now only twice per game",,Anonymous,,,
62637494,62657203,2018-10-24 20:24:37,>>62656827,,Anonymous,swz25_poe_a1.png,FBVGVUGUrAXiBams9ahdWg==,
62637494,62657209,2018-10-24 20:25:08,>>62657203,,Anonymous,swz25_kare_a1.png,/Eti3Lx1gwKvgqiL3YANWQ==,
62637494,62657217,2018-10-24 20:25:39,>>62657209,,Anonymous,swz25_joph_a1.png,gMUbESN6+NoufPluXvxESA==,
62637494,62657223,2018-10-24 20:26:10,>>62657217,,Anonymous,swz25_lt-bastian_a1.png,4ExogKCM9IfEDOItTj9nbw==,
62637494,62657233,2018-10-24 20:26:41,>>62657223,,Anonymous,swz25_jaycris_a1.png,JxBYWQilw0WoQGS7AnS9MQ==,
62637494,62657249,2018-10-24 20:27:12,>>62657233,,Anonymous,swz25_pilot-cards2.png,X6zIhXpQcGLuv6DiclZNkg==,
62637494,62657262,2018-10-24 20:27:43,>>62657249,,Anonymous,swz25_s-foils-open_a1.png,b28Ne3JJDDwBVdOkudEV9A==,
62637494,62657267,2018-10-24 20:28:15,>>62657262,,Anonymous,swz25_s-foils-closed_a1.png,1cONK38LV0LwWaAW6tgWxQ==,
62637494,62657281,2018-10-24 20:28:46,>>62657267,,Anonymous,swz25_black-one_a1.png,aXaRM7szJhCecOYc17RfYg==,
62637494,62657291,2018-10-24 20:29:17,>>62657281,,Anonymous,swz25_bb-8_a1.png,zBLSpXVVXwTkqTXGXjrXIw==,
62637494,62657298,2018-10-24 20:29:48,">>62657291
>e",,Anonymous,swz25_bb-astromech_a1.png,U7lZoXOss4xvx9Gg4FZ1DQ==,
62637494,62657306,2018-10-24 20:30:19,>>62657298,,Anonymous,swz25_m9-g8_a1.png,JNNtPV2cnjUwB/NGwLJLGA==,
62637494,62657321,2018-10-24 20:31:11,">>62657209
>Kare Kun
>Kun
That pilot is a Sith spy.",,Anonymous,,,
62637494,62657333,2018-10-24 20:31:59,">>62657321
hard turn boosts without stress isn't a tactic the jedi would teach you",,Anonymous,,,
62637494,62657344,2018-10-24 20:32:32,">>62657321
Or maybe he is a senpai.",,Anonymous,,,
62637494,62657357,2018-10-24 20:33:22,">>62657344

She, her subtitle is Woman of Action",,Anonymous,,,
62637494,62657381,2018-10-24 20:35:01,">>62657357
NANI!?",,Anonymous,,,
62637494,62657407,2018-10-24 20:36:42,">>62656827
What's with all these Literally Who pilots? I'm surprised they didn't just use the Black Squadron roster (like Snap Wexley, Jess Pava, Ello Asty, etc.)",,Anonymous,,,
62637494,62657428,2018-10-24 20:37:44,">>62657407
ah wait Jess Pava is in there my bad",,Anonymous,,,
62637494,62657481,2018-10-24 20:40:55,">>62657291
>>62657298

So Resistance pilots will never bump now, neat.",,Anonymous,,,
62637494,62657482,2018-10-24 20:40:56,">>62656827
BB Astro, HLC, Predator, Black One on Poe Dameron. Afterburners if they'll fit.

Prepare for (Sp)Ace Combat",,Anonymous,,,
62637494,62657483,2018-10-24 20:40:57,">>62657407
>What's with all these Literally Who pilots?
>tfw still waiting for Wraith Squadron",,Anonymous,1523813956215.jpg,X/H6TFPSM/MUtPWsRgLtzQ==,
62637494,62657503,2018-10-24 20:42:00,">>62657097
Usually only one entity is making a check at a time. Npcs roll dice like pcs",,Anonymous,,,
62637494,62657526,2018-10-24 20:43:41,">>62656760
You mean this guy?",,Anonymous,Baron_Lucas.jpg,Niso9k/Of5GeVUHUM+Paqw==,
62637494,62657561,2018-10-24 20:45:35,">>62657526
Yes him. 

He would just be George though.",,Anonymous,,,
62637494,62657577,2018-10-24 20:46:37,">>62657503
Oh, shit, okay. That makes a lot more sense. Thanks.",,Anonymous,,,
62637494,62657653,2018-10-24 20:52:03,">>62657561
You could crib from Christopher Stasheff and have the Baron making an action holo that subtly teaches viewers Pre-Imperial history.",,Anonymous,,,
62637494,62657683,2018-10-24 20:53:50,">>62657187
>>62657122

He's going to be 8 points. Minimum. Maybe even 10. He's literally two shots of supernatural reflexes. That shit don't come cheap.

The Generic BB units might be just 4 points and probably a better idea.",,Anonymous,,,
62637494,62657707,2018-10-24 20:55:42,">>62657653
>the Baron
Or he could just be filming a skit for Galactic Wrestling Entertainment.",,Anonymous,IF YOU FEL WHAT THE ROCK IS COOKIN.jpg,7jGsfk8+jIr9mb7UAXCGUg==,
62637494,62657790,2018-10-24 21:01:05,">>62657209
>>62657217


So, Red Ace is back and has a name... of a sort. As is Blue Ace but with a better name. Unless I have those the wrong way around. 

>>62657223

Bastian might actually be a new ability though, I'm not sure how well it works? Maybe it's intended as a pseudo-Biggs for when you're facing Kylo? Force him to take the Lt down first or else the Lt is going to nuke him with Protons or something?

>>62657233
So, Wingman is now baked into a single pilot. Really? I guess he makes a good wingman for Poe since the guy is packing PTL. Might even be a better spot for BB-8 since it will help him keep up with the guy.

>>62657249

A PS4 generic is nice, as it goes, but we'll have to see how things shake out. There's a lot of aces on this platform.

>>62657281

Okay, so here's my query, does SLAMM count as an eligable blue maneouver for proccing BB-8 or Generic BB? Because that's going to be the difference between this being a 3pt upgrade, or a 6pt upgrade.

>>62657291
>>62657298

I get it, but only 2 charges is fucking tiny. And you know they're going to be overpriced little fuckers if Afterburners is any indication.

>>62657306
Oh shit. He's back, and he's completely unchanged! Well, he's resistance only, but you know what I mean! 
6 to 8pts easy. Worth it though.",,Anonymous,,,
62637494,62657808,2018-10-24 21:03:07,">>62657707
Birth of an Empire, feat. Garik ""The Face"" Loran, Baron Soontir Fel and directed by Baron Papanoida. I'd watch it.",,Anonymous,,,
62637494,62657844,2018-10-24 21:05:45,">>62657790
>Okay, so here's my query, does SLAMM count as an eligable blue maneouver for proccing BB-8 or Generic BB? Because that's going to be the difference between this being a 3pt upgrade, or a 6pt upgrade.

My instincts say yes, but FFG's rulings on obstacles and ailerons make me unsure.",,Anonymous,,,
62637494,62657879,2018-10-24 21:08:20,">>62657844

Well, can you use Afterburners after you SLAMM? That's probably the clincher.",,Anonymous,,,
62637494,62657927,2018-10-24 21:10:47,">>62657306
>>62657223
>M9-G8 on Bastian
>lock Poe turn 1
>turn X, Bastian takes focus, Poe takes focus
>Poe shoots at i6, focus + free re-roll from M9
>enemy ships shoot back at i3-5, deal damage cards, Bastian transfers his lock to them
>bastian has free double modded shot

dank",,Anonymous,,,
62637494,62658037,2018-10-24 21:17:28,">>62657927

Yes. But on the other hand, your Poe is still getting hit so hard that he's taking damage cards. Which given the amount of points he's definitely going to cost feels like this should be a contingency scenario rather than something you plan for.
Realistically, what should happen is that in that scenario, you want your opponent to focus on Bastian instead of Poe like a pseudo-Biggs. So that means you HAVE to build Bast in a way that makes him a legit threat if you don't forcus him.

And I worry about how point efficient that sort of build would probably be. I mean, just put Predator and BB's on both Poe and his Wingman and use your actions to arc dodge and rely on close range bullseye's for your dice mods. Or take Jess and G8 and TL Poe. Jess get's her reroll from being close to Poe anyway.",,Anonymous,,,
62637494,62658059,2018-10-24 21:19:13,">>62657879
>Afterburners and SLAM
Not even Jordan can handle SLAMs of that speed.",,Anonymous,inhuman slampage.jpg,A77VtI2MAUV4tmzPrB66Dw==,
62637494,62658102,2018-10-24 21:21:56,">>62658059

My concern is how far across the board does a 4 straight + Afterburner + 4 Straight Slamm take you?

Like, is it even a good idea to ionize instead of weapons disabled at that point in case you go off the board the turn afterwards?",,Anonymous,,,
62637494,62658187,2018-10-24 21:27:18,"So, just played through Republic Commando again, and I kinda realized the Commandos have to be terrifying to anybody they go up against. You, as four people, go from the first ground troops on Geonosis to assassinating Sun Fac in about ten minutes, disable a droid factory, destroy a core ship, clear out an entire Republic cruiser filled with elite Trandoshan mercenaries and battle druids, and finally are the spearhead for the Republic ""aid"" to Kashyyyk. The entire time the team is yelling out various racial slurs against their enemies, including calling the Geonosians ""filthy bugs"" while throwing thermal detonators in their nursery and casually comparing kill counts.

Which means these guys would make fantastic enemies to chase down the players. What's some good ways to implement Republic Commandos (or the later Imperial Commandos) into a game? They seem tougher than just an encounter of elite enemies, they seem tough enough and deadly enough they should be a larger and longer-lasting threat.",,Anonymous,CloneCommando1600.jpg,pTkWqtBQjkFMqxwrc5YNDQ==,
62637494,62658685,2018-10-24 21:58:52,">waifu squadron almost gets its first X-Wing pilot
>T-70 is resistance only",,Anonymous,,,
62637494,62658696,2018-10-24 21:59:48,">>62658685
resistance has tallisan lintra, jess pava, and kare kun

a waifu squadron unto itself",,Anonymous,,,
62637494,62658759,2018-10-24 22:03:58,">>62658187
Give them their full in-game arsenal, fight dirty, fight smart, and don't be afraid to put the fear of death in the PCs. Adapt their tactics as necessary. PCs who are dug in might find themselves pinned in place with suppressing fire from half the team while the other half flanks, pushes up, and/or tries to flush them out with grenades. If the PCs are indoors, expect breaching charges and even more grenades. In close quarters, they'll get really aggressive thanks to their shields and heavy armor. At long range, expect volleys of sniper and anti-tank fire. They'll try to shoot through thin walls, remain in constant communication, focus the Wookiee down with their heaviest ordnance, and retreat if the situation isn't to their liking. With their regenerating shields, incredible durability, portable revive gubbins, and a steady supply of bacta, they can keep coming back for another fight anyway. Also, watch their spacing so the entire team doesn't get wiped out by a single explosion.

If you're feeling really mean, round out their kit with other toys from across the franchise. Portable probe droids from Battlefront 2 will let them scout out their targets beforehand and maybe call down pinpoint orbital strikes. Maybe instead of the DC-17m, one of them brings a gatling blaster. Maybe they all brought jetpacks. Maybe they packed smoke grenades or suppressed slugthrowers with armor-piercing ammo. Maybe the team sniper brought a cut-down starfighter laser cannon to use as an anti-materiel fuck-you from a kilometer away.",,Anonymous,rainbow six planning.png,lJvb+aWPPHcD6v4AywFGrg==,
62637494,62659009,2018-10-24 22:21:08,">>62657097
>So, from what I'm seeing, NPCs can occasionally be given Boost dice. What does one do to distinctify them from the player Boost dice in the pool? Roll PC and NPC separately?

If an NPC is taking an action against a PC, build a dice pool for the GM to roll:

The NPC's ability score and skill ranks contribute green and yellow dice in the usual way (remembering that effective skill ranks for Minions are based on the current size of the Minion group).

Green dice can be upgraded to yellow through Talents/equipment/flipping a Destiny point from black to white.

Blue dice are added for miscellaneous helpful circumstances, just like when PCs act.

Add purple dice equal to the checks difficulty... unless it's an opposed check (e.g. NPC Stealth opposed by PC Perception); in that case take the PC's skill and switch green dice to purple and yellow to red... that's the base difficulty. Purple can upgrade to red based on things like the PC's Talents, or the PC's flipping a Destiny point from white to black.

Black dice are added for miscellaneous hindering circumstances, just like when PCs act.

I think that pretty much covers the pool, so roll it.

It sounds a lot slower than it is, especially when you're typing it on a phone.",,Anonymous,,,
62637494,62659101,2018-10-24 22:28:57,">>62657653
>You could crib from Christopher Stasheff and have the Baron making an action holo that subtly teaches viewers Pre-Imperial history.

Holy crap, did you just Stasheff? I wish I could remember the other author I've seen do that; urban gang leader as society crumbles, secretly a professor. I think Heinlein might have done it, too.

>>62657526

I'm glad someone was here to pick up my slack.",,Anonymous,,,
62637494,62659121,2018-10-24 22:30:42,She's cute!,,Anonymous,,,
62637494,62659135,2018-10-24 22:31:25,>>62659121,,Anonymous,63456354634563456.png,wJWznSI0hVaANyEAiGCsgQ==,
62637494,62659158,2018-10-24 22:33:06,">>62659135
Good lord, that art looks like ass.",,Anonymous,,,
62637494,62659181,2018-10-24 22:34:50,">>62658187
>What's some good ways to implement Republic Commandos

Have you seen the crazy Stormtrooper A-Team that shows up in the comics? The sergeants narration made me glad you wonderful people taught me the term impfag, so I knew how to process what I was reading.",,Anonymous,,,
62637494,62659227,2018-10-24 22:38:07,">>62653268
Fuck you I have to go watch that now.",,Anonymous,,,
62637494,62659266,2018-10-24 22:40:31,">>62658759

Are there parties out there that have a ghost of a chance of surviving that? Even the hardcore people I play with end up having half a party of squishies, which mean one or maybe two combat beasts made for that level of carnage.",,Anonymous,,,
62637494,62659342,2018-10-24 22:45:02,">>62659158
>Good lord, that art looks like ass.

Swimsuit Model ass?",,Anonymous,,,
62637494,62659361,2018-10-24 22:46:53,">>62659342
No. It looks like the ass of a creature whose ass looks terrible.",,Anonymous,,,
62637494,62659367,2018-10-24 22:47:09,">>62644706
Fun fact: that was based on an early design for BSG's Viper.",,Anonymous,,,
62637494,62659383,2018-10-24 22:48:13,">>62651244
>Don't you mean destiny?
Yes, I was having a bad day

>>62652856
Angry sand people pile out of a speeder truck and demand the nearest male PC take responsibility for a heavily pregnant lady, also angrily hurrking at him
While easily paid off with small shiny beads, they will be back for a much larger child maintenance fee and in greater numbers

>>62656851
I am so stealing this idea
>dey tuk urr jerbs
>an weemon!
>but Bubba we nevah had no weemon
>reeeeeee!",,Redback,urk.png,PUcgl6Dm+9gfZGbgdGhXjw==,
62637494,62659387,2018-10-24 22:48:35,">>62659158
>>62659361
It's nowhere near the worst marvel comic art. Nobody approaches the awfulness of Salvador Larroca",,Anonymous,,,
62637494,62659430,2018-10-24 22:51:12,">>62659266
my old one would probably stand a chance, mostly because 4 of us ranged between meatshields/soldiers and a combat focuses jedi, and the 5th was built entirely around going as close to first in the turn order as possible and buffing everyone else in the party. so provided they didn't target him first, which seeing as commandos are pretty smart troopers that doesn't seem likely, we'd probably be able to take one down almost every turn. us 4 tanks and heavy troopers by ourselves however, it'd be much closer of a fight, provided they actually stuck around till the end and didnt just fight to wear us down over a period of several days/weeks",,Anonymous,,,
62637494,62659584,2018-10-24 23:01:09,">>62656851
>>62659383
Just for giggles, down the road should be another SAGroup project screeching about how the rebellion will not divide them in front of a holocam and a flag. Then some Gungan lads try to steal the flag.",,Anonymous,alphalegion.jpg,FTc59EZLKELJe/W04ArwRg==,
62637494,62659663,2018-10-24 23:05:32,">>62659383
>Bubba
It's better/worse than that. It's a bunch of comfortably middle-to-upper clas lads who think its the ayys' fault they aren't at their dream job and the opposite sex wants nothing to do with them, and that their own shitty personalities have nothing to do with it. Some of them are also self-hating closet cases or trying to compensate for their subscriptions to ALIENED.holo.",,Anonymous,,,
62637494,62659768,2018-10-24 23:11:59,">>62659584
Better idea: a bunch of middle aged and old folks, a bunch of them Clone Wars veterans, dressing down an SAGroup kid because the propaganda signs he made for their pro-Empire demonstration make them look ridiculous. He sheepishly tries to defend himself and his contributions.
They're good propaganda.",,Anonymous,1497295749994.jpg,8R8JRX6pDnEHghQ5XebX8Q==,
62637494,62659826,2018-10-24 23:14:49,">>62659768
Eh, CTF is funnier.",,Anonymous,you ever wonder why we&#039;re here.png,Zrkgr+dHUn7NifDIPCGmGA==,
62637494,62659850,2018-10-24 23:15:56,">>62659009
Thanks, anon, that clarifies it. I've been reading the book, but I'm more of a visual learner. Tried looking up some videos on YouTube, but they don't really explain anything in much detail.",,Anonymous,,,
62637494,62659866,2018-10-24 23:16:47,">>62659826
Not really.",,Anonymous,,,
62637494,62660019,2018-10-24 23:26:19,">>62659584
>SAGroup convinces the Imperial Survey Corps to find them an undiscovered planet in the Deep Core where they can hide an Imperial banner and livestream it over the HoloNet
>Alliance Intelligence finds it a day later and replaces it with a Jar Jar flag",,Anonymous,capture the flag.png,JOPct/9bX33WRvr+iJ6HDA==,
62637494,62660034,2018-10-24 23:27:03,">>62659850
I think this is the most workable tutorial https://www.youtube.com/watch?v=4Dryu8gybd0",,Anonymous,,,
62637494,62660041,2018-10-24 23:27:26,">>62660019
Based and redpilled, fellow MAGApede!",,Anonymous,,,
62637494,62660221,2018-10-24 23:38:08,">>62659584
>>62659663
I think SAGroup rivalry with each other is probably an important factor, loads of degenerate, unwashed underclasses trying to get out of their poverty, the Chardonnay-saggers dressing up all nice and meeting in upper class cafes and then there's the satellite loner types who just want to belong to anything stumbling in with a cloud of vape smoke and dont tell a soul about their Nemoidian comic book collection",,Redback,,,
62637494,62660235,2018-10-24 23:39:10,">>62659850
>Thanks, anon, that clarifies it. I've been reading the book, but I'm more of a visual learner. Tried looking up some videos on YouTube, but they don't really explain anything in much detail.

Coolness. Bring us any questions that pop up.

Definitely involve the players in coming up with BOOST and SETBACK. People who speny XP on Talents that Upgrade difficulties will be motivated to remind you to apply them.",,Anonymous,,,
62637494,62660484,2018-10-24 23:54:32,">>62660221
I can't imagine what Neimoidian entertainment media would look like, considering the sorts of people created by their formative years being a round the clock struggle for enough food to not end up a retard or a manlet.",,Anonymous,,,
62637494,62660551,2018-10-24 23:59:15,">>62659387
>tfw fucking transformers has better looking comics than marvel",,Anonymous,,,
62637494,62660655,2018-10-25 00:06:57,">>62660484
You know, I bet there are a fucking ton of neimoidian colonies out there founded by those who find the homeworld way as utterly horrifying as outsiders do and wanted to get the fuck away from it
Would make for some fun NPCs, I think",,Anonymous,,,
62637494,62660661,2018-10-25 00:07:13,">>62659266
That's kind of the issue. This unstoppable squad tactical breaching your asshole would be pretty different enemies from the usual hoards of mooks in Stormtroopers/rebel troopers, some monsters, or guys with laser swords, but making them go too tactical means they are actually unstoppable because the tactical possibilities provided by the less thought out parts of the setting.

Maybe have them try to capture the players alive? Can't exactly wrist knife everybody in the throat if you need them alive for one reason or another. Though I also doubt the Republic or Empire would dispatch clone commandos to capture somebody *alive* unless a torture droid was involved.",,Anonymous,,,
62637494,62660735,2018-10-25 00:11:35,">>62660484
Neimoidians very likely only have two types of television programming - food networks and home shopping channels. Maybe Mad Money with Jim Cramer too.",,Anonymous,,,
62637494,62660811,2018-10-25 00:16:33,">>62660655
The joke is that they probably tell other Nemoidians that 'its totally better bro', charge a lot of money to move them there... and its just as fucked up as the place they left

The non-joke is that there are actually Nemoidian colonies :(",,Redback,,,
62637494,62660840,2018-10-25 00:18:23,">>62660835
>>62660835
>>62660835
>>62660835
>>62660835",,Anonymous,,,
62637494,62660956,2018-10-25 00:25:53,">>62659266
I generally try not to have full RC/IC teams attack the PCs unless they're all dedicated to combat, since the enemy commandos act as their equivalent of the Psycho Rangers and the playing field is more equal. If you have noncombatant classes, maybe save the competent commandos for endgame fights. That way, they'll have the resources to even the playing field. Give the social PCs time to amass a following of loyal meat shields and let the tech boys come to the fight with pimped rides, gadgets, and droids. Give the doctor a chance to build up his supplies and hire nurses to match the RCs' revives. Stuff like that.",,Anonymous,,,
62660835,62660835,2018-10-25 00:17:44,"Witch-king of Malrev IV Edition

Previous thread: >>62637494

Fantasy Flight Games’ X-Wing, Armada, and Legion
>https://pastebin.com/RKyjSGFq
Fantasy Flight Games’ Star Wars RPG System (Edge of the Empire/Age of Rebellion/Force and Destiny)
>http://pastebin.com/wCRBdus6
Other FFG Star Wars tabletop (Imperial Assault, Destiny and the LCG)
>http://pastebin.com/ZE4gn0yN
FFG Dice App (Works with X-Wing, Armada, the FFG RPG system and Imperial Assault)
>http://www.mediafire.com/download/64xy3uy6vepll8v/com.fantasyflightgames.swdice.ver.1.1.4.build.9.apk

Older Star Wars tabletop (d6, d20/Saga, etc.)
>http://pastebin.com/wXP0LdyJ
Reference materials & misc. resources
>http://pastebin.com/AGFFkSin

All Disney novels and comics (via /co/)
>https://mega.nz/#F!kJtCTR7Q!HNUwVc1B8KB2FrD4Twmb7g
Tons of EU novels and Dark Horse comics
>https://mega.nz/#F!j99HEbrC!GP5TSEEbrBYZIZ73xod4fg
Writefaggotry
>https://pastebin.com/Un1UhzZ

/swr/ download links
>https://pastebin.com/nWsKtSya

Shipfag's hangar
>https://drive.google.com/folderview?id=0ByhAdnTlOKOeQnA4SFByUC1aQWM&usp=sharing
Shipfag's Starship Combat Fixes for EotE/AoR/FaD
>http://www.mediafire.com/file/y9w713etmckbs98/Shipfag.JPG
Heroes of the Aturi Cluster, co-op X-Wing campaign
>http://dockingbay416.com/campaign

Latest news
>https://www.fantasyflightgames.com/en/news/2018/10/24/a-new-classic/",/swg/ - Star Wars General,Anonymous,DarkUnderlordCropped.jpg,C1JUw0zgMHCd7CyndTelLw==,
62660835,62660946,2018-10-25 00:24:52,I actually like them better than the originals.,,Anonymous,1516163817663.jpg,OSHIoxRJl+eiQm/DOh5cCg==,
62660835,62661024,2018-10-25 00:31:07,Find love and a girlfriend in the Nemoidian colony's today!,,Redback,neimoidian_valentines_by_kweh_chan-d5uxypg.jpg,ZRS9BuQT45708THXERxEJA==,
62660835,62661200,2018-10-25 00:41:34,">>62660811
No, like Taiwan, not mainland 2.0 like your sorry-ass prison is being turned into",,Anonymous,,,
62660835,62661314,2018-10-25 00:49:35,">>62660946
I find it funny that the AT-AT is slightly smaller than the original and has two fewer guns",,Anonymous,,,
62660835,62661338,2018-10-25 00:51:13,">>62661314
They put the extra height and guns into the elephant walker.",,Anonymous,,,
62660835,62661350,2018-10-25 00:51:53,">>62661338
It's more of a gorilla",,Anonymous,,,
